	RNA-POR-71-S1-TP2	RNA-POR-73-S1-TP2	RNA-POR-76-S1-TP2	RNA-POR-79-S1-TP2	RNA-POR-82-S1-TP2
Porites_evermani_scaffold_105	14793.6	5092.26	6529.34	7046.74	25440.1
Porites_evermani_scaffold_1310	56591.9	20134	103442	22788.8	55558.1
Porites_evermani_scaffold_5370	48.604	37.5992	77.0502	11.6509	53.9958
Porites_evermani_scaffold_812	2174.92	909.372	4612.38	1608.51	3645.75
Porites_evermani_scaffold_3737	822.136	289	966	305.949	804.66
Porites_evermani_scaffold_1405	246.681	138.158	471.663	90.0301	335.303
Porites_evermani_scaffold_875	4730.41	1846.11	6157.57	2133.3	4206.52
Porites_evermani_scaffold_2534	51.2931	35.0097	97.0211	35.0483	72.8767
Porites_evermani_scaffold_1526	1063.01	214.93	1555.08	822.095	747.963
Porites_evermani_scaffold_2431	788.146	147.067	3036	203.008	1207.2
Porites_evermani_scaffold_1521	55.5186	17.4456	802.316	110.321	83.0829
Porites_evermani_scaffold_356	11287.6	5063.72	13609.8	7297.02	14930.3
Porites_evermani_scaffold_5921	1066.25	312.111	353.58	70.0666	1263.98
Porites_evermani_scaffold_871	4845.74	1324.78	3719.36	2849.5	6897.97
Porites_evermani_scaffold_930	153.01	22.5571	134.555	75.6772	96.3619
Porites_evermani_scaffold_2436	707.424	1000.32	8568.11	615.4	1179.16
Porites_evermani_scaffold_2246	626.385	690.017	622.942	640.748	906.248
Porites_evermani_scaffold_636	5283.13	2739.12	7439.89	4321.81	8795.52
Porites_evermani_scaffold_5621	9.0553	6.21612	116.671	0	9.05654
Porites_evermani_scaffold_2249	1160.82	1081.23	1628.63	1015.04	1703.92
Porites_evermani_scaffold_3141	31.9371	73.0515	9.43502	29.227	282.466
Porites_evermani_scaffold_6934	58.9335	1.73446	172.889	61.005	32.3595
Porites_evermani_scaffold_8	85281.9	38843.8	64076.2	47412.9	100233
Porites_evermani_scaffold_5321	122.367	82.0655	151.526	113.95	12.2928
Porites_evermani_scaffold_1945	6787.91	2146.25	4724.76	2949.42	8004.91
Porites_evermani_scaffold_789	3670.82	1456.32	3368.11	1378.47	3710.45
Porites_evermani_scaffold_1417	1880	701.743	910.863	555.958	1344.5
Porites_evermani_scaffold_4748	29.1749	15.0234	44.4235	32.6687	39.644
Porites_evermani_scaffold_352	40774.9	15614.8	22203.5	22108.5	70172.3
Porites_evermani_scaffold_2601	255.55	80.4614	372.713	214.653	417.483
Porites_evermani_scaffold_5104	74.5996	24.1299	212.408	42.0818	61.9046
Porites_evermani_scaffold_2970	966.148	513.517	1243	461.001	1114.68
Porites_evermani_scaffold_4936	0	0	11	0	0
Porites_evermani_scaffold_3535	124.492	5.40945	86.1906	267.981	622.774
Porites_evermani_scaffold_142	5449.25	3069.4	8013.46	4715.17	6643.01
Porites_evermani_scaffold_3209	480.737	248.366	4106.52	728.832	1091.23
Porites_evermani_scaffold_5687	14.0354	8.01517	38.1753	25.0385	22.0541
Porites_evermani_scaffold_102	22963.9	8469.47	13119.8	9329.24	32283.7
Porites_evermani_scaffold_230	19665	8283.35	6294.49	6951.48	16114.9
Porites_evermani_scaffold_190	2300.34	2307.48	8006.25	1522.38	3726.41
Porites_evermani_scaffold_6162	28	10	11	33	0
Porites_evermani_scaffold_3842	5.00589	1.00426	61.5629	31.0902	79.2647
Porites_evermani_scaffold_1022	834.88	779.3	658.548	474.403	1934.5
Porites_evermani_scaffold_8141	0	19.1181	0	0	97.1644
Porites_evermani_scaffold_93	11614	6503.36	7595.28	4926.25	15485.5
Porites_evermani_scaffold_4977	72.2265	18	220.637	59.3458	38.0547
Porites_evermani_scaffold_2054	602.204	110.684	1243.2	306.619	974.681
Porites_evermani_scaffold_1624	1246.5	323.477	773.104	222.321	682.209
Porites_evermani_scaffold_652	2338.66	925.893	2181.56	1185.16	2827.85
Porites_evermani_scaffold_528	46.8442	37.2559	23.5228	24.3693	188.053
Porites_evermani_scaffold_5039	0	0	131.607	1.0008	0
Porites_evermani_scaffold_3190	308.814	334.051	1047.99	152.863	377.153
Porites_evermani_scaffold_1318	503.502	207.399	180.126	174.375	1257.61
Porites_evermani_scaffold_2969	218.371	42.8635	713.129	237.837	316.528
Porites_evermani_scaffold_1604	331.512	63.1856	27.721	280.417	606.749
Porites_evermani_scaffold_704	837.695	507.28	1810.57	544.509	1171.46
Porites_evermani_scaffold_2301	1093.56	363.914	3452.07	1197.67	1233.41
Porites_evermani_scaffold_1376	18.9064	158.614	762.55	199.08	163.12
Porites_evermani_scaffold_992	1770.72	906.21	4004.67	1078.16	2482.22
Porites_evermani_scaffold_2876	73.1767	17.0294	61.111	28.8526	37.1146
Porites_evermani_scaffold_8078	1.03946	1	10.7593	0	2.04561
Porites_evermani_scaffold_481	65.2191	11.8881	185.637	1331.18	1719.72
Porites_evermani_scaffold_148	31631.1	18015.8	34468.3	18389.7	35885.5
Porites_evermani_scaffold_5606	2.35317	7.08359	10.1394	14.0572	38.9416
Porites_evermani_scaffold_975	4209.8	1420.95	3962.98	2186.5	5555.42
Porites_evermani_scaffold_945	1580.54	652.381	1876.17	1341.73	2418.55
Porites_evermani_scaffold_1167	144.83	11.1962	561.064	26.0028	21.785
Porites_evermani_scaffold_1701	4923.09	2979.95	8679.9	5408.77	9096.27
Porites_evermani_scaffold_7635	69	15.3948	90	48	51
Porites_evermani_scaffold_1913	1402.16	867.575	2630.39	764.961	1815.58
Porites_evermani_scaffold_4591	5.12164	3.02633	115.926	3.11788	14.1392
Porites_evermani_scaffold_2105	6126.06	2532.65	2081.63	3498.82	7533.39
Porites_evermani_scaffold_7731	31.3994	1.67619	125.336	0	23.2866
Porites_evermani_scaffold_333	3096.13	2714.25	5418.41	2052.17	2425.94
Porites_evermani_scaffold_2908	50.9334	221.824	234.427	59.7229	69.0909
Porites_evermani_scaffold_66	21561.4	7062.23	22814.1	11431.9	22646.3
Porites_evermani_scaffold_6966	152.655	64.9267	159.124	74.4101	201.597
Porites_evermani_scaffold_3162	6531.95	2757.95	4011.58	3690.11	9343.65
Porites_evermani_scaffold_1652	2390.19	370.325	995.862	12.4078	1041.6
Porites_evermani_scaffold_7110	92	12.5369	34	25	46
Porites_evermani_scaffold_3335	1949.04	629.01	1610	816.238	2643.05
Porites_evermani_scaffold_641	197.674	114.697	272.12	121.086	309.558
Porites_evermani_scaffold_6059	4	5	0	4	6
Porites_evermani_scaffold_3964	193.184	4.03736	3.01809	808.837	1.02004
Porites_evermani_scaffold_6510	13.0232	16	9.0913	5	11
Porites_evermani_scaffold_363	15609.9	581.805	28188.4	16388.1	19791.5
Porites_evermani_scaffold_611	2990.98	1574.89	2960.07	1600.93	3580.53
Porites_evermani_scaffold_1336	1738.31	991.235	2033.92	917.155	2583.77
Porites_evermani_scaffold_85	24411.2	9320.76	16316.7	10074.3	28636.2
Porites_evermani_scaffold_2828	180.932	85.4018	255.549	103.084	149.015
Porites_evermani_scaffold_5505	0	1	0	13.407	57.9647
Porites_evermani_scaffold_3437	814.909	182.634	598.324	110.805	147.607
Porites_evermani_scaffold_2782	25.1707	22.3311	312.949	227.938	129.577
Porites_evermani_scaffold_1319	1340.05	322.189	4093.14	931.657	992.485
Porites_evermani_scaffold_5456	54.7042	5.06885	42.9285	0	83.8517
Porites_evermani_scaffold_2399	340.911	168.291	881.327	271.081	436.525
Porites_evermani_scaffold_1846	562.095	201.385	303.524	480.135	1196.68
Porites_evermani_scaffold_5641	53.597	0	189	38	46.2625
Porites_evermani_scaffold_3970	147.599	642.98	23.5253	27.4517	271.935
Porites_evermani_scaffold_2384	518.677	204.636	1003.14	66.9968	695.543
Porites_evermani_scaffold_1184	569.565	88.0547	909.855	144.243	657.85
Porites_evermani_scaffold_3333	93.1597	17.2365	107.183	44.1038	141.559
Porites_evermani_scaffold_1103	2143.45	877.415	18838.2	2210.74	3163.55
Porites_evermani_scaffold_1259	1252.03	747.964	1825.41	678.628	1296.9
Porites_evermani_scaffold_4152	1345.89	423.54	1020.93	1161.09	1675.04
Porites_evermani_scaffold_5551	43.1044	12	32	19.1809	32.0919
Porites_evermani_scaffold_7509	4	79.1465	93	1	20
Porites_evermani_scaffold_5987	20	10	16	15.3494	28
Porites_evermani_scaffold_3302	2702.07	1211.75	4543.84	1696.96	2389.79
Porites_evermani_scaffold_33	12489.7	6544.78	13591.8	5692.24	13066.2
Porites_evermani_scaffold_3148	11020.3	1438.83	8437.61	4857.3	14869.6
Porites_evermani_scaffold_552	5229.06	1706.47	4830.46	2393.58	6442.29
Porites_evermani_scaffold_1798	63.6171	63.366	254.083	71.0515	152.143
Porites_evermani_scaffold_1605	214.481	126.6	252.418	191.375	84.7793
Porites_evermani_scaffold_2554	1021.45	405.262	1426.68	1052.27	1547.61
Porites_evermani_scaffold_4315	575.231	206	586	191	594.146
Porites_evermani_scaffold_97	8266.51	1986.93	6725.54	3328.31	9249.38
Porites_evermani_scaffold_61	17417.7	5126.67	9443.04	5584.02	35748.3
Porites_evermani_scaffold_2407	14.6437	6.03439	79.1175	26.0444	27.8171
Porites_evermani_scaffold_173	4317.19	1330.71	4668.46	2244.42	6165.25
Porites_evermani_scaffold_25	40534.4	19854.1	41933.8	22819.1	55308.5
Porites_evermani_scaffold_4022	344.178	55.5405	204.988	133.721	312.675
Porites_evermani_scaffold_370	18015.6	8905.97	7018.36	7128.4	18260.2
Porites_evermani_scaffold_874	1275.71	814.112	2914.06	958.459	1632.26
Porites_evermani_scaffold_3660	425.134	75.3573	154.647	130.712	521.185
Porites_evermani_scaffold_4444	170.372	66	139	75.0263	178.044
Porites_evermani_scaffold_1205	2086.13	885.294	2327.48	1447.74	2980.18
Porites_evermani_scaffold_5873	10	4	46	4	8
Porites_evermani_scaffold_8079	46	0	0	2	5.07347
Porites_evermani_scaffold_3360	56.9839	111.142	79.8127	17.7052	123.405
Porites_evermani_scaffold_922	5387.89	3339.45	6196.16	2695.45	7482.29
Porites_evermani_scaffold_6049	374.167	322.08	327.63	144.431	597.836
Porites_evermani_scaffold_981	796.097	460.049	1322.58	436.88	994.966
Porites_evermani_scaffold_289	210.342	99.6628	171.8	110.252	240.642
Porites_evermani_scaffold_7038	0	2	1	2	1
Porites_evermani_scaffold_47	18148.8	7008.95	15602.8	6829.37	16867.5
Porites_evermani_scaffold_925	2403.27	1394.39	4132.1	1575.33	2298.23
Porites_evermani_scaffold_2819	67.3191	30.7262	74.6316	334.729	71.0926
Porites_evermani_scaffold_746	3381.46	1109.93	4167.32	1822	4335.76
Porites_evermani_scaffold_592	9882.79	2747.93	10580.6	4225.13	11043.8
Porites_evermani_scaffold_1552	184.267	308.795	1908.33	181.557	999.771
Porites_evermani_scaffold_3336	228.712	204.21	401.432	103.541	228.347
Porites_evermani_scaffold_1730	103.536	102.816	590.639	36.1635	203.851
Porites_evermani_scaffold_3980	96.3519	7.08137	1.00773	1.60664	27.7906
Porites_evermani_scaffold_4653	53.0046	147.025	110.921	143.702	132.258
Porites_evermani_scaffold_1615	641.762	272.98	718.596	288.571	1169.9
Porites_evermani_scaffold_1643	481.956	761.62	175.436	754.165	609.503
Porites_evermani_scaffold_3684	510	137.989	713	308	748.227
Porites_evermani_scaffold_1075	1505.93	145.23	353.075	445.143	2886.17
Porites_evermani_scaffold_826	507.798	234.478	266.085	190.495	543.024
Porites_evermani_scaffold_4771	68.9384	65.2457	181.936	144.569	184.719
Porites_evermani_scaffold_3074	1481.92	80.2127	717.631	811.632	1658.99
Porites_evermani_scaffold_3263	38.4607	2.00701	32.1587	7.24707	13.111
Porites_evermani_scaffold_5871	103.103	26.3328	2	25.1816	72.2118
Porites_evermani_scaffold_4072	4984.17	1348.92	5526	2696	7016
Porites_evermani_scaffold_7274	66	52	104	53	105
Porites_evermani_scaffold_6942	4.3713	11.6044	0	5.97268	38.1333
Porites_evermani_scaffold_1562	15.7833	25.1196	95.5309	30.5594	142.877
Porites_evermani_scaffold_1515	525.629	140.017	262.076	102.149	679.532
Porites_evermani_scaffold_243	12075.8	3092.21	8467.39	5344.14	16571.2
Porites_evermani_scaffold_1847	40.0284	16.6347	90.2473	40.2399	68.1583
Porites_evermani_scaffold_5649	586.028	164.829	205.006	260.562	171.328
Porites_evermani_scaffold_2074	352.039	189.563	460.342	58.2023	187.515
Porites_evermani_scaffold_571	6354.2	3269.65	6584.84	3360.45	9322.65
Porites_evermani_scaffold_6749	246.687	0	0	38	1.0005
Porites_evermani_scaffold_4221	20.0692	20.2112	42.2674	22.8126	24.6271
Porites_evermani_scaffold_405	269.722	98.9288	142.579	83.0325	615.883
Porites_evermani_scaffold_3109	1109.72	347.423	1315	1130.82	1326.94
Porites_evermani_scaffold_1926	1533.68	726.487	785.533	503.141	2462.33
Porites_evermani_scaffold_1003	29489.3	6954.96	20690.3	14983.5	32783.6
Porites_evermani_scaffold_639	5864.41	1449.68	7287.57	2664.61	8566.5
Porites_evermani_scaffold_1101	3512.31	4699.94	3618.93	1812.69	5285.96
Porites_evermani_scaffold_3988	386.621	182.177	167	144.538	285.434
Porites_evermani_scaffold_1671	3950.16	672.913	4877.65	2426.83	2730.2
Porites_evermani_scaffold_1422	1746.11	1709.65	1116.93	285.952	2450.34
Porites_evermani_scaffold_211	7438.66	2939.21	7466.65	4106.6	11689.1
Porites_evermani_scaffold_3929	42.1748	20.4146	44.0945	15.2489	38.974
Porites_evermani_scaffold_1467	32829.1	4102.79	3889.27	9951.36	56310.9
Porites_evermani_scaffold_842	1061.99	1009.19	719.609	447.143	1240.05
Porites_evermani_scaffold_800	5231.58	4821.99	4727.67	2265.1	4007.71
Porites_evermani_scaffold_2184	1029.79	60.1036	169.734	5.02639	25.9891
Porites_evermani_scaffold_3653	187.762	30.3006	299.719	48.814	167.585
Porites_evermani_scaffold_1779	1703.09	596.684	2610.17	1051	2270.43
Porites_evermani_scaffold_1970	113.668	26.386	110.007	65.5213	164.105
Porites_evermani_scaffold_3179	97.9733	153.681	383.591	61.0879	205.08
Porites_evermani_scaffold_3119	127.267	42.1386	258.339	46.2046	297.047
Porites_evermani_scaffold_2031	253.117	161.095	810.147	309.512	145.512
Porites_evermani_scaffold_5224	29.6942	92.7896	14.0011	53.3892	1470.16
Porites_evermani_scaffold_7280	3.04716	2	21	0	18.2715
Porites_evermani_scaffold_816	22563.3	1780.6	3678.57	5439.52	13744.4
Porites_evermani_scaffold_4330	34.2042	25.37	50.1867	21.1938	87.0625
Porites_evermani_scaffold_1705	1018.38	407.852	1295.03	475.829	1073.33
Porites_evermani_scaffold_1655	192.893	55.5363	1173.44	215.929	943.574
Porites_evermani_scaffold_1568	226.329	95.2284	523.019	192.552	150.687
Porites_evermani_scaffold_1289	2960.78	814.758	2203.09	858.128	3643.7
Porites_evermani_scaffold_3212	11026	3896.86	10012.1	8507.7	22069.5
Porites_evermani_scaffold_1409	2511.96	301.079	112.613	80.829	161.65
Porites_evermani_scaffold_1929	1482.25	899.325	2207.32	669.967	1913.37
Porites_evermani_scaffold_2317	285.092	46.0808	252.804	80.6611	822.062
Porites_evermani_scaffold_3831	3494.61	118.815	16.3006	1984.11	527.162
Porites_evermani_scaffold_760	523.318	21.2999	1464.56	308.117	558.991
Porites_evermani_scaffold_6719	172	127	304	108	186
Porites_evermani_scaffold_1276	216.432	13.023	1194.2	448.257	100.023
Porites_evermani_scaffold_2050	739.389	76.6116	465.496	215.977	139.655
Porites_evermani_scaffold_2080	110.929	50.17	86.2342	54.717	73.3227
Porites_evermani_scaffold_1935	11218.1	13549.3	14415	7915.45	19658.3
Porites_evermani_scaffold_1877	4778.04	1661.29	4080.26	3793.64	3199.85
Porites_evermani_scaffold_5316	29.9514	3.07604	115.508	11.367	15.6368
Porites_evermani_scaffold_2457	4596.72	1711.72	5532.53	2211.08	6505.09
Porites_evermani_scaffold_4518	20.126	5.04841	35.1222	6.28445	26.7844
Porites_evermani_scaffold_3584	71.2327	31.1432	24.836	27.7487	91.703
Porites_evermani_scaffold_6733	120	64.9128	95	94.7399	19.3507
Porites_evermani_scaffold_5771	20.7247	7.32074	0	1.0526	12.2745
Porites_evermani_scaffold_671	1239.73	303.999	1087.3	629.912	980.699
Porites_evermani_scaffold_1765	456.389	94.1142	589.98	111.157	407.051
Porites_evermani_scaffold_247	2637.22	498.733	567.833	2610.42	2441.94
Porites_evermani_scaffold_832	4121.25	1772.5	6640.95	3163.84	4932.96
Porites_evermani_scaffold_1956	446.236	203.481	245.954	82.9021	231.528
Porites_evermani_scaffold_489	1264.3	2317.65	1776.62	647.207	2329.1
Porites_evermani_scaffold_543	254.701	112.676	452.687	153.167	251.688
Porites_evermani_scaffold_3450	7549.04	1142.78	438.075	2099.85	11376.8
Porites_evermani_scaffold_8100	13	3	3	15	32
Porites_evermani_scaffold_2361	1764.33	753.37	2545.7	1849.25	2287.35
Porites_evermani_scaffold_6199	25.0055	0	34	2	0
Porites_evermani_scaffold_3470	938.963	218.432	563.039	1089.47	1607
Porites_evermani_scaffold_2444	739.867	937.067	1352.75	608.794	1339.81
Porites_evermani_scaffold_1395	5480.78	1120.85	3057.13	708.539	3275.5
Porites_evermani_scaffold_3102	3137.47	346	1603	1575.76	3400.51
Porites_evermani_scaffold_1922	465.209	669.846	542.346	141.289	490.119
Porites_evermani_scaffold_1452	1404.31	850.37	1913.12	704.539	1483.12
Porites_evermani_scaffold_1518	2995.22	1217.66	2843.08	1456.55	6055.26
Porites_evermani_scaffold_5472	322	118.016	408.809	38.7256	39.3161
Porites_evermani_scaffold_52	33725.6	11539.8	17205.9	14629	55539.8
Porites_evermani_scaffold_50	22244.5	8084.82	22842.1	14416.7	32243.8
Porites_evermani_scaffold_29	18281.4	7242.84	31614.6	8425.21	22769
Porites_evermani_scaffold_60	49597.4	18918	27373.9	20804.3	40841.7
Porites_evermani_scaffold_5	62862.4	30008.5	74963.1	36494.7	84333.6
Porites_evermani_scaffold_1494	57.0292	53.1265	65.6223	73.2567	138.969
Porites_evermani_scaffold_4244	348.492	158.556	139.682	126.281	229.686
Porites_evermani_scaffold_3696	15.7296	6.39131	162.036	24.0089	23.3051
Porites_evermani_scaffold_1094	1875.31	3463.54	2736.44	1011.79	2162.9
Porites_evermani_scaffold_4439	183.151	123.847	112.75	44.6228	175.953
Porites_evermani_scaffold_1739	158.3	39.2336	489.625	117.194	196.745
Porites_evermani_scaffold_7903	54.3063	33.0718	57.3619	49.4499	55.3059
Porites_evermani_scaffold_1023	554.659	133.214	973.561	345.356	383.83
Porites_evermani_scaffold_5256	3233.28	785.122	762.465	1384.82	6850.92
Porites_evermani_scaffold_1198	4432.13	1345.14	3434.65	1670.01	6360.57
Porites_evermani_scaffold_3646	90.1011	47.9467	200.835	34.7554	190.905
Porites_evermani_scaffold_5768	55.7275	0	37.3114	95.9571	0
Porites_evermani_scaffold_389	40464.6	17157.1	28911.8	20426.4	50728.2
Porites_evermani_scaffold_1796	7830.26	2689.61	9508.92	5494.62	9590.21
Porites_evermani_scaffold_4089	120.014	0	130	1.00346	41.2687
Porites_evermani_scaffold_5229	1731.23	1377.55	920.233	114.38	3329.81
Porites_evermani_scaffold_1784	23247.1	3677	23538.4	17533.9	28811.1
Porites_evermani_scaffold_1674	14841.7	2456.24	4013.59	4089.72	12704.3
Porites_evermani_scaffold_3309	3823.87	367.541	468.428	775.309	5245.99
Porites_evermani_scaffold_7786	12.4936	22	13.0991	0	43.7067
Porites_evermani_scaffold_3149	433.182	149.274	244.998	88.8877	374.486
Porites_evermani_scaffold_336	10711.7	1814.79	12073.9	5189	10711.9
Porites_evermani_scaffold_193	4736.86	2593.54	8900.77	2963.47	5624.07
Porites_evermani_scaffold_855	2851.11	1519.79	4459.3	1401.48	1881.53
Porites_evermani_scaffold_2753	850.49	72.0733	56.1785	609.528	1416.96
Porites_evermani_scaffold_785	3283.43	927.651	9411.85	1806.26	4225.67
Porites_evermani_scaffold_3121	3998.5	2029.57	2105.63	4616.7	5411.55
Porites_evermani_scaffold_1326	3562.12	1875.53	5146.56	1644.94	3770.94
Porites_evermani_scaffold_4084	373.425	180.432	999.721	218.376	742.891
Porites_evermani_scaffold_6367	5	1	7	3	7
Porites_evermani_scaffold_1941	35.6836	22.1578	49.2131	10.6529	7.72851
Porites_evermani_scaffold_1501	298.208	427.025	458.844	124.467	241.19
Porites_evermani_scaffold_434	681.588	665.457	2018.62	504.255	711.037
Porites_evermani_scaffold_1900	82.7664	17.9138	18.347	12.6493	2.02735
Porites_evermani_scaffold_4740	181.35	71.453	327.711	169.48	195.007
Porites_evermani_scaffold_730	7163.5	2866.42	7102.12	5007.33	9235.77
Porites_evermani_scaffold_6943	70.7356	2	0	0	1.14785
Porites_evermani_scaffold_435	669.112	345.226	950.375	523.096	1010.07
Porites_evermani_scaffold_49	17574.4	20922.2	16588.5	6733.97	17422.1
Porites_evermani_scaffold_300	13344.9	4628.95	9159.95	5368.96	32304.4
Porites_evermani_scaffold_265	215.43	169.372	313.549	164.062	261.529
Porites_evermani_scaffold_2371	43.319	33.5486	144.011	63.5332	46.778
Porites_evermani_scaffold_4289	19.0771	2.00808	0	0	14.0351
Porites_evermani_scaffold_827	923.523	363.313	730.025	607.534	1756.86
Porites_evermani_scaffold_381	2175.62	452.044	3216.21	1436.9	2401.84
Porites_evermani_scaffold_8021	0	0	39.5335	0	35.0674
Porites_evermani_scaffold_2949	138.437	27.6875	219.593	36.4129	208.505
Porites_evermani_scaffold_846	1672.12	441.674	2225.13	786.06	1968.2
Porites_evermani_scaffold_586	78185.5	48067.2	25024.3	27809.8	134069
Porites_evermani_scaffold_5091	476.174	14.1006	468.042	24.7921	437.063
Porites_evermani_scaffold_3545	84.3279	0	38.7683	62.5601	105.124
Porites_evermani_scaffold_1281	3289.64	1303.74	4198.96	1571.82	3107.23
Porites_evermani_scaffold_745	1615.68	515.169	1256.48	1056.74	2837.85
Porites_evermani_scaffold_2494	46.8009	65.0434	119.566	36.2837	114.681
Porites_evermani_scaffold_87	2622.81	2620	104.033	35.7619	107.977
Porites_evermani_scaffold_1233	297.524	952.401	1657.74	439.374	1078.45
Porites_evermani_scaffold_151	10665.2	5144.7	10801.3	5868.13	10274.9
Porites_evermani_scaffold_1492	1122.72	540.782	2220.99	912.986	1782.04
Porites_evermani_scaffold_402	2186.33	210676	2640.28	1213.45	2662.4
Porites_evermani_scaffold_4216	18.7136	36.4544	1.0235	1.0254	51.805
Porites_evermani_scaffold_6226	88.9389	41.4542	0	66.7483	3.53337
